735,779
762,827
23,290
129,925
210,889
14,332
192,448
180,362
304,309
346,604
50,838
685,879
306,629
59,557
141,197
883,940
76,387
303,880
72,414
205,708
195,384
280,684
676,982
34,785
272,747
31,347
719,781
268,713
655,774
51,987
302,460
227,397
171,866
184,457
407,720
252,291
749,850
249,265
865,926
744,775
443,657
7,560
626,792
492,603
809,955
674,784
298,607
201,802
595,826
401,903
247,769
566,609
219,287
640,939
677,711
147,508
522,545
115,454
506,867
598,906
577,893
42,357
60,737
726,954
87,367
177,976
189,958
150,421
454,594
226,956
372,460
166,829
205,496
35,75
278,359
53,710
2,597
195,311
664,964
250,820
28,45
291,752
376,989
195,783
599,730
215,716
29,376
878,916
123,813
322,864
340,632
829,929
396,651
648,960
303,403
303,740
348,505
768,815
653,724
45,805
827,897
230,709
381,609
494,632
96,648
163,859
200,341
148,309
255,625
394,745
327,419
451,804
79,865
402,569
44,534
410,890
253,736
612,620
528,920
113,800
33,781
802,806
299,912
511,765
794,956
504,934
108,401
40,989
497,639
128,393
782,794
403,760
824,962
207,762
182,622
792,839
187,588
206,294
530,645
538,867
146,754
330,672
575,712
320,822
468,887
262,409
60,840
504,748
342,818
31,204
299,783
535,654
134,428
799,845
332,452
569,596
436,923
594,676
80,951
295,734
429,827
254,579
508,801
30,849
719,735
791,967
175,784
465,977
80,771
652,668
145,671
56,531
445,599
103,138
73,918
436,934
141,238
422,681
716,844
950,993
448,724
4,140
6,222
212,301
98,902
6,542
28,427
309,857
5,867
325,729
464,552
262,544
5,47
639,833
389,423
492,938
104,362
493,674
217,910
215,532
77,339
508,882
231,679
658,809
377,933
33,744
81,835
512,689
127,350
394,879
75,268
11,564
87,445
259,953
607,868
345,405
376,574
386,528
548,667
325,956
154,192
265,883
267,606
299,378
652,899
304,874
670,700
18,618
821,992
162,954
657,914
643,916
337,654
413,906
142,600
179,851
437,581
268,989
137,920
878,974
251,375
384,854
63,709
213,301
207,627
574,908
157,389
494,931
593,827
359,583
799,906
883,986
161,182
310,461
592,739
191,693
168,687
292,636
483,923
131,601
66,395
705,772
202,785
707,845
341,749
356,837
165,395
513,924
13,305
407,565
8,434
603,980
520,981
287,956
143,991
100,935
124,408
455,686
20,944
379,392
463,606
148,765
51,626
270,874
229,261
2,36
276,856
748,953
143,777
600,649
186,506
318,529
198,983
246,272
35,237
765,983
537,637
114,376
76,654
39,354
376,545
546,994
556,751
91,94
440,842
473,861
719,877
80,195
64,255
208,983
27,838
605,761
22,181
0,931
465,882
216,263
327,841
375,968
633,982
170,683
200,793
458,750
397,917
624,860
475,491
242,915
497,661
244,722
105,238
698,778
559,781
192,919
6,260
582,803
733,856
482,994
264,778
650,732
434,630
47,629
114,866
79,231
416,682
53,761
474,974
367,777
945,948
432,624
392,442
736,836
184,317
520,751
204,643
625,648
580,617
113,998
40,370
483,659
166,486
112,968
375,544
104,666
309,397
68,626
577,735
582,906
704,917
178,697
26,663
388,596
470,951
324,807
260,636
151,920
237,470
427,975
135,352
75,482
133,924
172,606
569,982
533,710
861,921
492,852
335,672
14,890
75,679
550,686
78,327
503,988
69,275
8,215
144,224
517,785
620,955
143,160
575,737
358,571
426,829
452,569
583,729
26,705
316,433
433,597
64,922
276,841
243,606
640,946
57,408
351,613
75,733
282,562
432,494
812,963
15,75
157,896
695,932
340,344
321,408
185,366
402,463
47,422
130,444
294,873
391,641
844,998
342,893
636,714
187,431
142,366
24,698
41,192
358,734
834,949
780,892
403,672
647,734
397,925
622,900
135,721
645,946
156,602
123,179
72,316
73,796
418,458
192,709
893,965
35,218
636,829
183,480
607,944
377,394
302,540
354,573
622,813
61,957
465,707
457,779
59,598
469,652
184,759
116,328
799,811
65,700
62,726
514,694
1,877
345,438
305,832
805,968
129,568
250,769
285,343
134,258
46,172
150,776
112,328
763,948
564,737
572,776
161,595
236,712
803,809
117,989
516,926
350,426
339,626
37,996
519,799
204,298
308,703
514,960
425,554
381,589
242,670
296,463
68,331
149,822
924,938
877,886
456,697
322,332
80,883
713,998
68,642
312,922
369,415
502,996
122,921
786,978
624,814
287,442
691,796
254,927
269,343
474,809
27,307
249,311
574,821
206,251
219,238
515,996
82,899
394,618
294,616
36,494
116,519
57,400
955,999
135,283
195,920
79,163
207,944
68,966
717,998
